starttime	seconds	ctime	dtime	ttime	wait
Wed Aug 14 16:22:40 2019	1565792560	0	460	460	4
Wed Aug 14 16:20:37 2019	1565792437	0	470	470	6
Wed Aug 14 16:20:41 2019	1565792441	0	471	471	4
Wed Aug 14 16:20:39 2019	1565792439	0	471	471	3
Wed Aug 14 16:20:39 2019	1565792439	0	471	471	4
Wed Aug 14 16:20:41 2019	1565792441	0	471	471	4
Wed Aug 14 16:20:41 2019	1565792441	0	472	472	3
Wed Aug 14 16:20:39 2019	1565792439	0	472	472	6
Wed Aug 14 16:20:40 2019	1565792440	0	472	472	6
Wed Aug 14 16:20:39 2019	1565792439	0	472	472	6
Wed Aug 14 16:20:39 2019	1565792439	0	472	472	7
Wed Aug 14 16:20:40 2019	1565792440	0	472	472	4
Wed Aug 14 16:20:39 2019	1565792439	0	472	472	9
Wed Aug 14 16:20:40 2019	1565792440	0	472	472	6
Wed Aug 14 16:20:40 2019	1565792440	0	472	472	3
Wed Aug 14 16:20:41 2019	1565792441	0	472	472	3
Wed Aug 14 16:20:40 2019	1565792440	0	472	472	3
Wed Aug 14 16:20:40 2019	1565792440	0	472	472	4
Wed Aug 14 16:20:40 2019	1565792440	0	472	472	3
Wed Aug 14 16:20:39 2019	1565792439	0	472	472	4
Wed Aug 14 16:20:41 2019	1565792441	0	473	473	5
Wed Aug 14 16:20:37 2019	1565792437	0	473	473	4
Wed Aug 14 16:20:38 2019	1565792438	0	473	473	4
Wed Aug 14 16:20:37 2019	1565792437	0	473	473	9
Wed Aug 14 16:20:38 2019	1565792438	0	473	473	9
Wed Aug 14 16:20:37 2019	1565792437	0	473	473	4
Wed Aug 14 16:20:38 2019	1565792438	0	473	473	9
Wed Aug 14 16:20:38 2019	1565792438	0	473	473	6
Wed Aug 14 16:20:43 2019	1565792443	0	474	474	3
Wed Aug 14 16:20:43 2019	1565792443	0	474	474	6
Wed Aug 14 16:20:43 2019	1565792443	0	474	474	3
Wed Aug 14 16:20:43 2019	1565792443	0	474	474	4
Wed Aug 14 16:20:39 2019	1565792439	0	474	474	4
Wed Aug 14 16:20:39 2019	1565792439	0	474	474	4
Wed Aug 14 16:20:42 2019	1565792442	0	474	474	3
Wed Aug 14 16:20:41 2019	1565792441	0	474	474	3
Wed Aug 14 16:20:42 2019	1565792442	0	474	474	6
Wed Aug 14 16:20:42 2019	1565792442	0	474	474	6
Wed Aug 14 16:20:38 2019	1565792438	0	475	475	9
Wed Aug 14 16:20:38 2019	1565792438	0	474	475	4
Wed Aug 14 16:20:38 2019	1565792438	0	475	475	9
Wed Aug 14 16:20:38 2019	1565792438	0	475	475	7
Wed Aug 14 16:20:42 2019	1565792442	0	475	475	4
Wed Aug 14 16:20:41 2019	1565792441	0	475	475	7
Wed Aug 14 16:20:41 2019	1565792441	0	475	475	4
Wed Aug 14 16:20:40 2019	1565792440	0	475	475	6
Wed Aug 14 16:20:39 2019	1565792439	0	475	475	9
Wed Aug 14 16:20:39 2019	1565792439	0	475	475	9
Wed Aug 14 16:20:45 2019	1565792445	0	476	476	4
Wed Aug 14 16:20:45 2019	1565792445	0	476	476	6
Wed Aug 14 16:20:45 2019	1565792445	0	476	476	4
Wed Aug 14 16:20:44 2019	1565792444	0	476	476	6
Wed Aug 14 16:20:45 2019	1565792445	0	476	476	6
Wed Aug 14 16:20:44 2019	1565792444	0	476	476	4
Wed Aug 14 16:20:44 2019	1565792444	0	476	476	4
Wed Aug 14 16:20:44 2019	1565792444	0	476	476	4
Wed Aug 14 16:20:44 2019	1565792444	0	476	476	3
Wed Aug 14 16:20:44 2019	1565792444	0	476	476	3
Wed Aug 14 16:20:44 2019	1565792444	0	476	476	6
Wed Aug 14 16:20:45 2019	1565792445	0	477	477	4
Wed Aug 14 16:20:44 2019	1565792444	0	477	477	6
Wed Aug 14 16:20:45 2019	1565792445	0	477	477	6
Wed Aug 14 16:20:45 2019	1565792445	0	477	477	6
Wed Aug 14 16:20:45 2019	1565792445	0	477	477	3
Wed Aug 14 16:20:39 2019	1565792439	0	477	477	6
Wed Aug 14 16:20:46 2019	1565792446	0	478	478	4
Wed Aug 14 16:20:46 2019	1565792446	0	478	478	6
Wed Aug 14 16:20:46 2019	1565792446	0	478	478	3
Wed Aug 14 16:20:46 2019	1565792446	0	478	478	6
Wed Aug 14 16:20:46 2019	1565792446	0	479	479	4
Wed Aug 14 16:20:46 2019	1565792446	0	479	479	3
Wed Aug 14 16:20:46 2019	1565792446	0	479	479	6
Wed Aug 14 16:20:47 2019	1565792447	0	479	480	6
Wed Aug 14 16:20:46 2019	1565792446	0	480	480	6
Wed Aug 14 16:20:47 2019	1565792447	0	480	480	3
Wed Aug 14 16:20:47 2019	1565792447	0	480	480	6
Wed Aug 14 16:20:47 2019	1565792447	0	480	480	4
Wed Aug 14 16:20:43 2019	1565792443	0	481	481	3
Wed Aug 14 16:20:43 2019	1565792443	0	481	481	4
Wed Aug 14 16:20:43 2019	1565792443	0	481	481	6
Wed Aug 14 16:20:43 2019	1565792443	0	481	481	6
Wed Aug 14 16:21:06 2019	1565792466	0	483	483	3
Wed Aug 14 16:21:06 2019	1565792466	0	483	483	4
Wed Aug 14 16:21:06 2019	1565792466	0	483	483	4
Wed Aug 14 16:21:06 2019	1565792466	0	484	484	3
Wed Aug 14 16:21:06 2019	1565792466	0	484	484	4
Wed Aug 14 16:21:06 2019	1565792466	0	484	484	4
Wed Aug 14 16:22:40 2019	1565792560	0	484	484	3
Wed Aug 14 16:21:06 2019	1565792466	0	484	484	4
Wed Aug 14 16:21:06 2019	1565792466	0	484	484	4
Wed Aug 14 16:22:37 2019	1565792557	0	485	485	3
Wed Aug 14 16:22:37 2019	1565792557	0	485	485	7
Wed Aug 14 16:22:37 2019	1565792557	0	485	485	7
Wed Aug 14 16:20:53 2019	1565792453	0	485	485	4
Wed Aug 14 16:22:37 2019	1565792557	0	485	485	4
Wed Aug 14 16:20:54 2019	1565792454	0	485	485	4
Wed Aug 14 16:20:42 2019	1565792442	0	486	486	6
Wed Aug 14 16:20:42 2019	1565792442	0	486	486	4
Wed Aug 14 16:20:42 2019	1565792442	0	486	486	6
Wed Aug 14 16:20:54 2019	1565792454	0	486	486	3
Wed Aug 14 16:20:54 2019	1565792454	0	486	486	3
Wed Aug 14 16:20:54 2019	1565792454	0	486	486	4
Wed Aug 14 16:20:42 2019	1565792442	0	486	486	3
Wed Aug 14 16:21:04 2019	1565792464	0	486	486	3
Wed Aug 14 16:21:04 2019	1565792464	0	486	486	4
Wed Aug 14 16:21:04 2019	1565792464	0	486	486	3
Wed Aug 14 16:21:01 2019	1565792461	0	486	487	4
Wed Aug 14 16:22:37 2019	1565792557	0	487	487	4
Wed Aug 14 16:20:53 2019	1565792453	0	487	487	3
Wed Aug 14 16:20:50 2019	1565792450	0	487	487	4
Wed Aug 14 16:21:01 2019	1565792461	0	487	487	3
Wed Aug 14 16:20:58 2019	1565792458	0	487	487	4
Wed Aug 14 16:20:50 2019	1565792450	0	487	487	4
Wed Aug 14 16:21:05 2019	1565792465	0	487	487	3
Wed Aug 14 16:20:50 2019	1565792450	0	487	487	4
Wed Aug 14 16:21:05 2019	1565792465	0	487	487	3
Wed Aug 14 16:20:53 2019	1565792453	0	487	487	3
Wed Aug 14 16:20:50 2019	1565792450	0	487	487	4
Wed Aug 14 16:21:01 2019	1565792461	0	487	487	4
Wed Aug 14 16:21:01 2019	1565792461	0	487	487	3
Wed Aug 14 16:21:18 2019	1565792478	0	487	487	4
Wed Aug 14 16:20:53 2019	1565792453	0	487	487	3
Wed Aug 14 16:22:38 2019	1565792558	0	487	487	6
Wed Aug 14 16:21:05 2019	1565792465	0	487	487	4
Wed Aug 14 16:21:18 2019	1565792478	0	487	487	3
Wed Aug 14 16:22:38 2019	1565792558	0	487	487	4
Wed Aug 14 16:20:48 2019	1565792448	0	487	487	4
Wed Aug 14 16:20:53 2019	1565792453	0	487	487	3
Wed Aug 14 16:22:38 2019	1565792558	0	487	487	3
Wed Aug 14 16:21:18 2019	1565792478	0	487	487	3
Wed Aug 14 16:20:53 2019	1565792453	0	487	487	3
Wed Aug 14 16:20:53 2019	1565792453	0	487	487	3
